contig,pbi,pbf,len-region,class,disruptive_subcompartment,conserved hypothetical protein_density,TcMUC_density,MASP_density,TS-GV_density,RHS_density,DGF-1_density,TS-all_density,GP63_density,RHS_density,DGF-1_density,ncRNA_density,transposon_density,Sswitch_density,TS-GII_density,TS-GI_density,TS-GIII_density,TS-GIV_density,TS-GVI_density,TS-GVII_density,TS-GVIII_density,SIRE|RA_density,L1Tc_density,RNase H_density,NARTc|RA_density,VIPER_density,SAP_density
RA_6,482702,516301,33600,core,core,2.678571428571429,0.0,0.0,0.0,0.2976190476190476,0.0,0.0,0.0,0.2976190476190476,0.0,0.0,0.5952380952380953,0.29761904761904745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5952380952380952,0.0,0.0,0.0,0.0,0.0
RA_6,516302,559501,43200,disruptive,RHS-DGF1-TSGII,0.9259259259259259,0.0,0.0,0.0,0.6944444444444444,0.0,0.6944444444444444,0.0,0.6944444444444444,0.0,0.0,0.0,0.0,0.6944444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_6,559502,597901,38400,core,core,0.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_6,597902,645001,47100,disruptive,Other,1.0615711252653928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_6,645002,659101,14100,core,core,1.4184397163120568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_6,659102,693901,34800,disruptive,RHS-DGF1-TSGII,0.0,0.0,0.0,0.0,0.28735632183908044,0.5747126436781609,0.5747126436781609,0.0,0.28735632183908044,0.5747126436781609,0.0,0.28735632183908044,0.0,0.28735632183908044,0.0,0.0,0.0,0.0,0.0,0.28735632183908044,0.0,0.0,0.0,0.28735632183908044,0.0,0.0
RA_6,693902,716986,23085,core,core,0.0,0.0,0.0,0.0,0.43318171973142733,0.0,0.8663634394628547,0.0,0.43318171973142733,0.0,0.0,0.8663634394628548,0.0,0.8663634394628547,0.0,0.0,0.0,0.0,0.0,0.0,0.8663634394628547,0.0,0.0,0.0,0.0,0.0
RA_7,1,14101,14101,core,core,0.0,0.0,0.0,0.0,1.4183391248847599,0.0,0.7091695624423799,0.0,1.4183391248847599,0.0,0.0,0.0,0.0,0.7091695624423799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_7,14102,20101,6000,disruptive,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_7,20102,34801,14700,core,core,1.3605442176870748,0.0,0.0,0.0,0.0,0.0,0.6802721088435374,0.0,0.0,0.0,0.0,0.0,0.0,0.6802721088435374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_7,34802,77701,42900,disruptive,Other,0.6993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_7,77702,287701,210000,core,core,1.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.6190476190476191,0.04761904761904745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.09523809523809523,0.0,0.0,0.09523809523809523,0.0
RA_7,287702,308701,21000,disruptive,GP63,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.4761904761904762,0.0,0.0,0.0,0.9523809523809526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761904761904762,0.4761904761904762,0.4761904761904762,0.0,0.0,0.0
RA_7,308702,680701,372000,core,core,2.0698924731182795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.451612903225806,0.026881720430107503,0.13440860215053796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026881720430107524,0.0,0.0,0.0,0.0,0.0
RA_7,680702,688503,7802,disruptive,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.888233786208666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_8,1,9301,9301,core,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0751532093323295,0.0,1.0751532093323295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_8,9302,45601,36300,disruptive,Other,0.5509641873278237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5509641873278237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27548209366391185,0.27548209366391185,0.0,0.0,0.0,0.0
RA_8,45602,102301,56700,core,core,1.5873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3527336860670194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3527336860670194,0.0,0.0,0.0,0.0,0.1763668430335097
RA_8,102302,124801,22500,disruptive,Other,1.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.888888888888889,0.0,0.0,0.0,0.0,3.5555555555555554,2.2222222222222214,0.0,0.0,0.0,0.0,0.0,0.0,0.888888888888889,2.2222222222222223,0.0,0.0,0.0,1.3333333333333335,0.0
RA_8,124802,140401,15600,core,core,1.2820512820512822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_8,140402,162301,21900,disruptive,RHS-DGF1-TSGII,1.8264840182648403,0.0,0.0,0.0,0.4566210045662101,0.0,0.4566210045662101,0.0,0.4566210045662101,0.0,0.0,1.82648401826484,1.3698630136986303,0.0,0.0,0.0,0.0,0.0,0.0,0.4566210045662101,1.36986301369863,0.0,0.0,0.0,0.4566210045662101,0.0
RA_8,162302,290101,127800,core,core,2.503912363067293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15649452269170583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0782472613458529,0.0,0.0,0.0782472613458529,0.0,0.0
RA_8,290102,315601,25500,disruptive,GP63,0.7843137254901961,0.0,0.0,0.0,0.0,0.0,0.0,0.7843137254901961,0.0,0.0,0.0,0.784313725490196,0.3921568627450984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7843137254901961,0.0,0.0,0.0,0.0,0.0
RA_8,315602,532201,216600,core,core,1.2927054478301017,0.0,0.0,0.0,0.046168051708217916,0.0,0.0,0.0,0.046168051708217916,0.0,0.0,0.13850415512465375,0.046168051708217916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13850415512465372,0.0,0.0,0.0,0.0,0.0
RA_8,532202,671943,139742,disruptive,RHS-DGF1-TSGII,0.1431208942193471,0.0,0.0,0.0,0.5009231297677148,0.2862417884386942,0.3578022355483677,0.0,0.5009231297677148,0.2862417884386942,0.07156044710967358,0.42936268265804123,0.0,0.1431208942193471,0.0,0.0,0.07156044710967355,0.0,0.0,0.0,0.2862417884386942,0.0,0.0,0.07156044710967355,0.07156044710967355,0.07156044710967355
RA_9,1,5401,5401,disruptive,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8515089798185524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8515089798185522,0.0,0.0,0.0,0.0,0.0
RA_9,5402,64801,59400,core,core,1.6835016835016836,0.0,0.0,0.0,0.0,0.0,0.16835016835016833,0.0,0.0,0.0,0.0,0.5050505050505052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33670033670033667,0.0,0.0,0.0,0.16835016835016833,0.0
RA_9,64802,75001,10200,disruptive,Other,0.9803921568627451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9607843137254903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9607843137254901,0.0,0.0,0.0,0.0,0.0
RA_9,75002,416401,341400,core,core,1.7574692442882252,0.0,0.0,0.0,0.0,0.0,0.029291154071470416,0.0,0.0,0.0,0.0,0.205038078500293,0.05858230814294174,0.0,0.0,0.029291154071470416,0.0,0.0,0.0,0.0,0.2050380785002929,0.0,0.0,0.0,0.0,0.0
RA_9,416402,432601,16200,disruptive,GP63,0.6172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.6172839506172839,0.0,0.0,0.0,1.234567901234568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6172839506172839,0.6172839506172839,0.0,0.0,0.0,0.0
RA_9,432602,504301,71700,core,core,0.9762900976290098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_9,504302,518401,14100,disruptive,Other,2.127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_9,518402,568501,50100,core,core,1.596806387225549,0.0,0.0,0.0,0.0,0.0,0.1996007984031936,0.0,0.0,0.0,0.0,0.7984031936127745,0.3992015968063871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5988023952095808,0.0,0.0,0.0,0.1996007984031936,0.0
RA_9,568502,580201,11700,disruptive,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_9,580202,602401,22200,core,core,1.3513513513513513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4504504504504505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45045045045045046,0.0,0.0,0.0,0.0,0.0
RA_9,602402,619501,17100,disruptive,Other,2.339181286549708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_9,619502,627301,7800,core,core,2.5641025641025643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2820512820512822,0.0,0.0,0.0,0.0,0.0
RA_9,627302,645559,18258,disruptive,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_10,1,8701,8701,disruptive,RHS-DGF1-TSGII,0.0,0.0,0.0,0.0,1.1492931846914147,0.0,0.0,0.0,1.1492931846914147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_10,8702,30301,21600,core,core,0.0,0.0,0.0,0.0,0.46296296296296297,0.0,0.46296296296296297,0.0,0.46296296296296297,0.0,0.0,0.462962962962963,0.0,0.46296296296296297,0.0,0.0,0.0,0.0,0.0,0.0,0.46296296296296297,0.0,0.0,0.0,0.0,0.0
RA_10,30302,110401,80100,disruptive,RHS-DGF1-TSGII,0.12484394506866417,0.0,0.12484394506866417,0.0,0.6242197253433208,0.24968789013732834,0.4993757802746567,0.0,0.6242197253433208,0.24968789013732834,0.0,0.49937578027465657,0.0,0.37453183520599254,0.0,0.0,0.0,0.0,0.0,0.12484394506866417,0.37453183520599254,0.0,0.0,0.0,0.12484394506866417,0.0
RA_10,110402,150301,39900,core,core,1.7543859649122806,0.0,0.0,0.0,0.0,0.0,0.2506265664160401,0.0,0.0,0.0,0.0,0.7518796992481203,0.25062656641603986,0.0,0.2506265664160401,0.0,0.0,0.0,0.0,0.0,0.7518796992481203,0.0,0.0,0.0,0.0,0.0
RA_10,150302,225001,74700,disruptive,RHS-DGF1-TSGII,0.535475234270415,0.0,0.0,0.0,0.40160642570281124,0.0,0.40160642570281124,0.0,0.40160642570281124,0.0,0.0,0.13386880856760364,0.13386880856760364,0.2677376171352075,0.0,0.0,0.0,0.0,0.13386880856760375,0.0,0.13386880856760375,0.0,0.0,0.0,0.0,0.0
RA_10,225002,263701,38700,core,core,1.8087855297157622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_10,263702,291001,27300,disruptive,RHS-DGF1-TSGII,1.098901098901099,0.0,0.0,0.0,0.0,0.0,0.7326007326007326,0.0,0.0,0.0,0.0,1.4652014652014653,0.0,0.7326007326007326,0.0,0.0,0.0,0.0,0.0,0.0,0.3663003663003663,0.3663003663003663,0.0,0.0,0.7326007326007326,0.0
RA_10,291002,336001,45000,core,core,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_10,336002,400201,64200,disruptive,Other,1.5576323987538943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_10,400202,467101,66900,core,core,2.9895366218236177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_10,467102,499801,32700,disruptive,Other,0.30581039755351686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.99388379204893,0.0,0.6116207951070329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_10,499802,567601,67800,core,core,1.622418879056047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_10,567602,643307,75706,disruptive,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_11,1,15001,15001,core,core,0.6666222251849876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_11,15002,629637,614636,disruptive,TcMUC-MASP-TSGV,0.2765864674376379,0.4718239738642058,0.9436479477284117,0.11388854541549796,0.04880937660664198,0.04880937660664198,0.3742052206509218,0.016269792202213994,0.04880937660664198,0.04880937660664198,0.03253958440442806,0.21150729862878181,0.4392843894597789,0.08134896101106998,0.0,0.0,0.0,0.14642812981992592,0.03253958440442799,0.0,0.016269792202213994,0.17896771422435392,0.22777709083099593,0.016269792202213994,0.0,0.0
RA_12,1,4201,4201,core,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_12,4202,521101,516900,disruptive,TcMUC-MASP-TSGV,0.3482298316889147,0.7738440704198104,1.0833816985877345,0.2514993228864384,0.01934610176049526,0.01934610176049526,0.3288837299284194,0.03869220352099052,0.01934610176049526,0.01934610176049526,0.019346101760495227,0.11607661056297158,0.34822983168891497,0.03869220352099052,0.0,0.0,0.0,0.01934610176049526,0.01934610176049526,0.0,0.05803830528148578,0.03869220352099052,0.03869220352099052,0.01934610176049526,0.0,0.0
RA_12,521102,540901,19800,core,core,2.525252525252525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5050505050505052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5050505050505051,0.0,0.0,0.0,0.0,0.0
RA_12,540902,624514,83613,disruptive,RHS-DGF1-TSGII,2.5115711671630008,0.0,0.0,0.0,0.2391972540155239,0.0,0.11959862700776196,0.0,0.2391972540155239,0.0,0.0,0.11959862700776203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11959862700776196,0.11959862700776196,0.0,0.0,0.0,0.0,0.0
RA_13,1,585321,585321,disruptive,TcMUC-MASP-TSGV,0.3587774913252728,1.059247831531758,0.8029781948708486,0.10250785466436366,0.0,0.0,0.307523563993091,0.10250785466436366,0.0,0.0,0.0,0.5467085582099394,0.7004703402064845,0.0,0.0,0.0,0.01708464244406061,0.1879310668846667,0.0,0.0,0.03416928488812122,0.47836998843369705,0.32460820643715155,0.03416928488812122,0.0,0.0
RA_14,1,121201,121201,disruptive,RHS-DGF1-TSGII,0.7425681306259849,0.0,0.33003028027821557,0.16501514013910779,0.41253785034776946,0.08250757006955389,0.5775529904868771,0.0,0.41253785034776946,0.08250757006955389,0.08250757006955389,0.49504542041732336,0.24752271020866168,0.24752271020866162,0.0,0.0,0.0,0.08250757006955389,0.0,0.08250757006955389,0.16501514013910779,0.24752271020866162,0.08250757006955389,0.0,0.08250757006955389,0.0
RA_14,121202,161401,40200,core,core,2.2388059701492535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2487562189054735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
